,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5
2020-03-23,1.164394239081005,0.6723090483981159,1.0999334946561206,0.20595549822980666,-1.7095221041247097
2020-03-24,0.9644278750395552,-1.0958419977220264,-1.4426822450684638,-1.3574417868083621,-0.9918555179054546
2020-03-25,-0.40728754851612986,-1.4738937685402007,0.45250774430817503,-0.02709010880896137,0.9852683093407971
2020-03-26,-1.0857866973047794,-0.05158930368650501,0.7703289892826285,-0.958337879365303,0.8403327929388558
2020-03-27,-1.406272260140577,1.605120781436588,0.09838943241503018,0.25203381432645333,0.9576136153292152
2020-03-28,-0.8515226936948089,0.2920400790882122,-1.038364579989391,-1.8062851230102197,0.4744409519913534
2020-03-29,-0.9613471560171524,1.9643140221181214,-0.42564725422088756,0.18008254691310657,-0.7721555147399434
2020-03-30,-1.0400993067050934,0.47221353005986055,0.9527224197411749,0.6369009321354828,-1.762764510849158
2020-03-31,-2.5547357706738887,0.8478812208031501,0.45803204137398756,-0.11814492935706525,1.0815096955018244
2020-04-01,-0.42095134451944816,0.22994682889114704,0.30653965267370126,0.22916444562332236,-0.07438290513466948
2020-04-02,-0.27213973772234384,-0.1734383767889123,0.25705640446784017,0.2978847986449734,0.1967728575434572
2020-04-03,0.15177545710072174,-2.336354553936472,0.5889725907383236,-0.1450122881425969,0.07097922005092315
2020-04-04,-0.6613972792973672,-0.282581052848366,1.8892757836186882,-0.702687754936827,-0.5091694819144383
2020-04-05,-1.4142791556413974,-0.5616465990614457,-0.5627106453217959,-0.1959800449724255,-0.3832390954242673
2020-04-06,-1.0404456555815704,-0.4302801660233235,0.47699322900750357,0.9231514710683766,-0.4540828471801436
2020-04-07,1.6017215546705201,1.7265866247942667,0.0628808419432506,0.2866043178215329,0.84070748123264
2020-04-08,0.949916929798474,-1.0986699130631876,0.28061397772957153,0.9038558633848612,0.773385045889269
2020-04-09,1.5046690138408685,0.24318044276449644,-1.1805776473023826,-0.6134244959519426,1.577768599220396
2020-04-10,0.29629638227608995,-0.4821539812023327,0.5938454343593926,0.8146043056524218,-1.055131575050023
2020-04-11,0.2145904096017076,1.9877910289503355,2.028717464105658,-0.04450923037708237,-0.6570615213255232
2020-04-12,-1.016091320142957,0.39724430643667047,0.26159643726375104,0.015054502185097624,-1.212859445178688
2020-04-13,-1.3234017430060918,2.1716550790364035,-1.4141360390387678,-1.2441773228954356,-0.31472557518383987
2020-04-14,-0.32857722829041025,2.050445662833495,-0.419965040446693,0.5049626677845797,-1.336990556361543
2020-04-15,-0.4380889138936735,-1.057481564954819,0.3050900518471403,0.6432196872952076,0.36459361264239676
2020-04-16,0.5376827513037192,1.3159820374936748,-0.4186909658521723,-0.6384820100933747,2.5816156615595838
2020-04-17,-1.0987448661578343,-0.2844283056781269,0.680564172953007,-0.38670316326596865,-0.47704879509606163
2020-04-18,-0.4174837258616786,0.00954103590770373,-0.09224176109050619,-0.13553869201939178,-0.32129143125075593
2020-04-19,0.0028218532286228854,0.847579439819343,0.126907632257636,-0.1635365979273699,-1.622131865761609
2020-04-20,0.9759198260224943,3.070615112793092,0.724345615838455,-0.9872713990982472,1.0493040064798433
2020-04-21,0.6424157895070239,0.19953537522512185,0.7567689651390476,-0.13442690460782436,-0.6387214747423038
2020-04-22,1.0458851143609205,0.24479761325836036,1.9372579822556646,0.570921147218309,-0.6466352124246738
2020-04-23,0.12983163657132918,1.3326878967457976,0.33896449781262133,0.384831206093715,-1.5799612731508608
2020-04-24,-0.952862421566086,-0.6186224534616914,-0.46057250689799734,0.9099330751701044,-1.964892946757059
2020-04-25,-0.8071848302160862,-1.0231600214534158,-0.29378605113439304,-2.8203594567508645,0.6633807852252704
2020-04-26,-0.1583020348468706,-2.5601499543310524,0.8987385158109974,-2.543369786619131,-1.6805345049241196
2020-04-27,-0.0172877139539122,0.6064447840542898,-0.3381574906938701,1.0746426310502084,0.5826549017974884
2020-04-28,0.07059059770614524,-0.08247310536072332,-0.12162095778491885,0.7493158560263601,-1.0711571063028027
2020-04-29,-0.8662628452741563,0.4692287705453927,-1.5282807024610474,-0.2650253975959463,1.4389009082497746
2020-04-30,-0.44849557280568314,1.6301151095795439,0.4178136595190386,-0.5711484910583258,1.1213349009920333
2020-05-01,-1.6049658657153756,0.6561933247586488,-0.2955368466149434,-1.8026499202762902,1.2232509650076477
2020-05-02,-1.367285279008329,-0.040664284224807924,0.6555370157713655,-0.5329560494903691,0.07284855382240925
2020-05-03,-1.240147961093627,1.1648506849412505,-1.335908312724777,-0.7695093908987961,-0.4646021731917136
2020-05-04,1.311726465676985,-1.065162885600893,-1.1353120880079406,0.501197536814685,-0.21428790438002962
2020-05-05,1.0415244249264601,-1.5915159463332884,0.7322331866019374,0.22992498465147893,0.35160924356623663
2020-05-06,0.8608532083133037,0.8441876295528821,0.8778458014043716,0.28541155121870726,0.82596502034991
2020-05-07,1.2835030510690848,-0.9143678926183958,0.49233318557893396,0.15176828219981559,-0.7807837703879758
2020-05-08,-0.0552225474331843,0.15890567449309806,-0.16691356688740513,1.5636323647976926,0.932440184981274
2020-05-09,-0.2279276702158659,-0.6346902745619655,1.22176205274378,1.4884514658775245,-1.1418211395771665
2020-05-10,-0.24253189705936,-1.3256377432901747,0.771038210210974,0.0028748640397161483,-0.4181820303734318
2020-05-11,-0.17571893889989196,0.5178884236908887,1.2657386124025667,1.1658558107790729,0.23568477013217806
2020-05-12,-0.03974967709022386,0.08153677207004387,0.9985487029103511,0.8342506259818274,1.4224875556867933
2020-05-13,-0.8444006747931799,0.7305580258324303,0.6498404057339774,1.7089793133744597,-0.09444245985975255
2020-05-14,-1.236349328672355,0.537534432275665,1.4656122714997943,0.5004934140564208,1.6504313329979803
2020-05-15,0.49986639953010603,0.15027694537776734,0.0046418088084830824,-0.0834142453996408,2.5560822493155078
2020-05-16,1.1185456447870699,-0.05344405700909079,0.7093547096896454,-0.31974575142537254,-0.995285502741047
2020-05-17,-0.46354776751361243,-1.2041942983288492,1.9540404771662607,-1.0509235614573267,1.0445532230010173
2020-05-18,1.0721483361400364,0.45086142288770664,1.325510081185255,0.07214588307240274,-0.17467221005508834
2020-05-19,-0.7339165082099796,1.526264486868022,-0.3918027577927902,0.6892217596829571,-1.095652036832429
2020-05-20,-1.1859830414823749,-0.48667168665807664,1.8960148627999465,-0.09726290876514945,0.6267241084512011
2020-05-21,-2.0534204184306133,0.7733229035923316,-0.26767221630278754,1.6332051039027375,-0.9162149028222112
2020-05-22,2.374926289850317,-0.9534141823875493,-0.1485467927628426,1.7657714745836204,-0.09355950008009593
2020-05-23,-0.7696620353805673,-0.2716105733720526,1.0919498721743202,0.3557080323268861,0.5042948809351085
2020-05-24,-0.30220268291576524,-0.8965807912000743,0.8646214838567439,0.7927938246949415,-0.3003313566706101
2020-05-25,-1.4586266830879424,-0.960477765178352,1.5784272869693863,2.133522071045195,-0.5458310911560278
2020-05-26,1.5991083422324803,0.33331216237895706,-0.6386765920096454,-1.0816056064140265,1.0012745751533354
2020-05-27,0.3471459659899614,0.9346421779259486,-0.7794267154317089,0.44348637396681434,0.7290221474025042
2020-05-28,0.029291357870181445,3.212327675530546,0.7072961662034768,-0.5844970286830709,0.024621068562846755
2020-05-29,-0.6346157548579549,-1.7793171163137185,1.770434761371935,-0.6743299944839464,-2.0006706369069036
2020-05-30,-0.2344891966739801,-0.09957988513596691,-0.0691698910826429,0.018419030550236342,1.4022049986826672
2020-05-31,1.336065736413823,-0.8403449837630912,0.44955413750599266,-1.7677304193569177,1.4921324973264931
2020-06-01,1.5426659524819097,-0.6189125947342623,-0.01487113332699103,0.561735577913584,-0.0785533779311929
2020-06-02,2.5075256838068207,0.0893784320386156,-1.2598804927514833,0.6614290012889685,0.38920339677575805
2020-06-03,-1.3269659681070936,0.3539488885125421,1.344249536211699,0.7684979479241824,-0.3661372082050855
2020-06-04,0.38372364690392996,-0.803062399817556,-1.2886342938762299,-0.2622560861366917,-1.1963255570779059
2020-06-05,0.27947044429019025,-0.6508520299694022,-0.6282451624594586,-0.7475302028084113,1.2172127769814964
2020-06-06,0.22320372180401293,0.6202211875159993,0.013927707357203669,-0.5409922481821217,1.3093119392238783
2020-06-07,0.1536227411958982,-0.15540863460543808,0.32162259327598675,-0.12018240027453155,-0.3932796027183193
2020-06-08,0.1288266993158398,-0.549562453138388,-2.0625052487252824,0.0853042103158762,2.4174496507489827
2020-06-09,0.027480236597963326,-2.05256354334247,0.5527171538336436,0.874385979931632,0.7759288955657296
2020-06-10,-0.34594750535877766,2.3845520125992548,-0.8971584923443795,-2.2148195611865,-0.6635105245208252
2020-06-11,-0.6319180209790033,0.994744451429124,1.1121419660479417,-2.0177165208895267,0.4245867909203057
2020-06-12,-1.5640909141449428,-0.6406669114356438,-1.4751763999605312,0.9138620899172097,-0.3908065672919744
2020-06-13,-2.1847153639416157,-0.37809882873446105,0.5493505244142861,0.6079850349252406,0.5891628512967024
2020-06-14,0.0887648304434926,0.19425853383409722,1.3281491790865974,-0.023573602523477667,1.4505729394491016
2020-06-15,-0.8117817362362054,-0.1559029714554603,-0.47388992416824305,-0.3743720667522993,-0.13842090133689372
2020-06-16,0.5005666987052227,-1.6104330987200937,0.7382288231660387,-0.9143807137011588,-0.18381091246417902
2020-06-17,-0.8085829635062691,0.03211806771703413,-1.4468719328916722,0.3034262705212093,-0.01806588358231567
2020-06-18,-0.35604808458706483,1.5329413784200625,-0.4161848604979048,-0.9160877348725619,-0.9673900811220701
2020-06-19,-0.1457638802743436,-0.6502381511265052,1.0773224356769107,0.929205574396017,0.198443705647658
2020-06-20,-0.49559942990787936,-0.8048744726091996,-1.5760114332394846,0.9349915195964995,0.09864887818780574
2020-06-21,-1.703832762732986,1.220596582898054,-0.008950036509611967,0.06228104826544858,0.7937954544565904
2020-06-22,-0.8735837339753805,0.22976047453779055,0.5219863883767882,-0.3166348558187844,0.3429593273691555
2020-06-23,-0.5825750152584648,0.10792411336702597,-0.30263892452233604,0.32359262693546265,0.45501073222806926
2020-06-24,-1.2166978823136974,-2.176757705474313,0.31198357637978424,-2.616442558845442,-0.5556302403424581
2020-06-25,2.0416627868581214,-0.1784292710875621,0.4911013314373136,1.1556124916775068,-0.007701182350078457
2020-06-26,0.07393170403935286,-1.1101185471204584,0.25401435837460856,1.6531456922548406,0.3072354020983606
2020-06-27,-0.8699750403939285,-1.0457548740054161,-0.31216321659959545,-0.5301933938220655,0.6672235930147877
2020-06-28,-0.8206656890387548,-1.0731402575541693,-0.16771977182367298,-0.4644105243585246,-0.777682818242168
2020-06-29,1.6042680721870404,0.3681275772512717,-0.4303279385797947,1.5045686821878612,2.716426961318118
2020-06-30,-0.8176342076829207,0.8407215113822241,0.3873439579034162,0.9303315864746158,-0.20031504241250575
2020-07-01,-0.7590990597362831,-0.44572970894062064,0.3062019037395781,-0.5176945972872234,0.8038187248347627
2020-07-02,-0.7229787075342416,0.9729601053415513,0.050964569273756005,0.8668396026727466,0.033029559939568694
2020-07-03,0.6288328854855105,-0.05612670140710236,-1.1778457900724306,-0.5336924990697519,0.025687991324919845
2020-07-04,0.018502223151920252,-1.6933510057863144,1.006893291743919,0.311277739788576,-0.935913428273152
2020-07-05,2.096190236821508,-1.0869535713657343,2.2899219657836425,-0.027360715970088663,0.7406641478062714
2020-07-06,-0.05642307223067144,0.47350603839871513,0.3763111545463393,-1.7045153709170306,-0.4267161475620674
2020-07-07,-0.3128278385582197,-0.5341582511585884,0.3279203737897906,0.711290317326436,0.2602336630717397
2020-07-08,-0.551230786302655,-0.8742604423249265,0.01012938749308266,0.5417972379491517,0.7567087972508147
2020-07-09,-0.28146399393938576,2.307392683119818,0.18013834933793055,0.1766835627630788,0.1110563988179958
2020-07-10,-0.21394552883310167,0.567832801450372,0.1243984428976684,3.210915000925589,-0.2920873797162097
2020-07-11,-2.789918678780597,-1.160231300561626,1.4167882083282903,-1.697369771840695,0.09934144613875608
2020-07-12,-0.3255434746251888,-1.9323475208076957,1.7985917822082202,-0.9708697309690659,-0.5977977068033469
2020-07-13,0.033852230208021236,-0.17664343881434433,0.09318784337316419,0.00284269710516539,-0.5452096810772743
2020-07-14,-2.8117422685633464,-2.4364355162465614,0.17765768345341934,-0.9468587037086925,0.9249474608302671
2020-07-15,-0.7210071003587286,0.6925886444606243,0.9545873861318419,-0.20779593155765963,0.039337821556809885
2020-07-16,0.9563074955908267,1.2874892469123627,-0.5503431387247371,-0.7960739210995291,1.752257630708806
2020-07-17,-0.11951480538562462,0.005955267334170778,-0.09115219730195016,-1.7678214936724421,0.5160402674372608
2020-07-18,-0.004617060798827604,1.2954028735152179,0.5060517141757952,0.7010135421156551,-1.58453164388795
2020-07-19,-0.40505808452048414,-0.28582653995276003,-1.7039530232458413,-0.006762452560659809,0.21914850605833405
2020-07-20,0.8069349747327056,-0.7366598235098494,-1.1301642928593951,-1.4885778692336569,-1.5350227037137423
2020-07-21,1.5112468256679352,-0.5947986206623865,-0.8907231714126367,1.4024999395979145,0.5902948705502626
2020-07-22,0.24989832097410206,1.5092925069795122,-0.7447151356889904,-0.9217250556866526,-2.0877758511500444
2020-07-23,-0.28446935296153447,0.0731023075971264,-1.0265347871986819,-0.7523645249392704,0.15920149356901486
2020-07-24,-0.24825334309713207,-0.18462881146568974,-1.17165669116038,0.8074674650960377,1.608678161008299
2020-07-25,-2.0578894887393107,0.7356902686884602,0.18481958598494566,0.5247458007183471,0.24509310532357187
2020-07-26,0.21601968336695468,-0.630246166407401,0.5493791217413768,1.612580988679395,0.32119241304596535
2020-07-27,0.6490570429893803,-0.9129601903763549,-0.035919883020717955,-0.24000795040552952,1.5814887008281626
2020-07-28,1.6222857536606874,1.1329874678200351,1.3337640065781116,-0.713461966787147,-0.015796155362178946
2020-07-29,-1.5850526184751497,0.9173289452932872,-1.503226565895694,-0.3219251852979121,0.9170942879751465
2020-07-30,1.8460058505496992,0.7134198459576804,0.7470896344139867,-1.0548269961849892,0.7253024858649759
2020-07-31,-1.4106384349686332,0.7296914112742652,0.5077031602765902,1.2867329510327072,0.4024051514953266
2020-08-01,0.6503072451976561,-0.14569325897618315,0.5061621678671914,1.0584813650443006,0.9892926024073911
2020-08-02,-0.5656466899899908,0.8496296020639674,-0.9551517887417266,0.05253924325716662,-1.2313050257259248
2020-08-03,-1.0354172754232576,-0.8638153701031956,-0.049839141968282825,1.526588526626362,-0.44770228078995733
2020-08-04,-0.6568157527316022,0.3390769550242965,1.3112868371934019,-0.5398580945577421,-0.5750238480137251
2020-08-05,-2.3538871122397365,0.5657483838090861,-1.5401974082367755,0.3005188453163624,-0.9920475198933087
2020-08-06,-1.741339716480922,1.2505964316499554,-1.7217593760846677,0.24171076825873256,0.6010069539752325
2020-08-07,1.1343201313338473,-0.1257286323681395,1.6758065665808042,-0.7493031820577759,0.15014197859012468
2020-08-08,1.6206909001963614,0.8680189604577293,-0.26769746982386955,0.8687215852954301,0.26800097920602456
2020-08-09,-1.0173896085150878,-0.993076046903933,-0.17948175457734727,0.028628466789223303,-1.3491959997752476
2020-08-10,1.3204869389876104,1.564542193943907,-0.07893128832974096,-1.1154354473168435,0.40502577016031865
2020-08-11,-0.6790076289347399,-0.48973650363097054,-1.3418656611720305,-0.05498436650164636,-0.03968590628483748
2020-08-12,0.3571908958581575,1.5326528319744466,2.0167984581886294,-0.801088639490031,-0.9563572875881721
2020-08-13,1.3695532392056928,-0.2730026070752902,-0.19496024141912566,0.3694902268393535,0.8511770009274083
2020-08-14,-0.5327947327727548,1.183194686015758,1.0470251396340127,-0.5259535014715511,-0.16802640370883234
2020-08-15,0.44076948030144697,-0.08250593580679916,-1.2963975277549336,0.7967067755875615,0.13482847204294982
2020-08-16,0.6771818707948248,0.46104087007292616,0.3047915150144214,-1.6887432678360887,0.46714381167569385
2020-08-17,0.4403399493776033,-0.6448356928495146,-0.2647355045986086,1.7537821922165657,-0.34936147240920035
2020-08-18,-0.8616031679992622,1.632977070087667,-0.04702967778233103,-2.0565837065723294,-1.4849326034812822
2020-08-19,0.719020743863388,-0.47101861296206887,0.9939903290197437,0.48842746153148386,-1.6199338422331273
2020-08-20,-2.1052555730061737,0.9498069899227082,0.3642769699574077,0.7330666190384798,-0.6846354235261697
2020-08-21,0.3779650453082787,-0.9652450357918084,-0.4510566167762711,-0.9680490241924268,-0.5199219902342467
2020-08-22,-0.17638858246815647,0.7387669061813417,-1.5538549323221802,1.1765151087222703,-0.7610468020815362
2020-08-23,1.0401287206073746,1.163359920542323,1.775199920797417,-0.38747390189925174,0.5237371144784863
2020-08-24,-0.7791497214444612,1.311934742138559,-1.8963737503564673,-1.831338588228263,0.30166313497832825
2020-08-25,-0.3457611055666224,1.4678589193341527,-0.01132824603927205,-1.3333968545190849,-1.09706101138953
2020-08-26,-0.4506083090390407,0.18443051959652235,-0.317227730930641,-0.7149129485032215,0.006056560344036847
2020-08-27,0.03706042731237973,-1.245130877844932,-1.1717924008523557,-1.1812212605972048,0.6370728174995749
2020-08-28,-1.2306596881634504,-0.8965581775127385,0.28766585963981933,-1.3705251375417205,-1.104425146954935
2020-08-29,0.6938074414265272,-1.3962561280264234,0.45079328951563513,0.5027244815243512,-1.1819536197536331
2020-08-30,-0.18001410189796638,-0.40082782968448266,-0.900960870960716,1.7291479959839546,-0.8231417381688174
2020-08-31,0.7385110317972974,-0.07705668628173909,-0.410963192992565,0.17815131337188886,0.5011806782580056
2020-09-01,0.3090142898603312,0.04312249016410291,-0.3480638650270943,1.7121026504879184,-0.21541347880639533
2020-09-02,-0.7801448534242136,0.14180216168906618,-0.25915668021664134,-1.9832183921133706,-0.3236082123505281
2020-09-03,-0.33795815558198605,-0.053442536225142424,0.7014504735824281,-0.49482246710761696,-1.030432690625111
2020-09-04,0.17702639975624623,-0.5672076166518888,1.6422317720489055,0.35310911453995825,0.8291440862901205
2020-09-05,0.5461589610938102,-0.21730414834014916,0.7464438455923242,0.8251309349792121,-1.6602012448574728
2020-09-06,-1.4107884929731254,0.4509265926211581,-1.6375140260261594,0.27505571925884265,-0.11398380809771087
2020-09-07,2.8499914586773287,-1.4784161032812393,0.17502854462872927,1.4581846655420054,0.6617692350792076
2020-09-08,1.016917365607387,1.0350375289977103,-0.3589197919733257,0.5996338407452921,-1.6539677798052146
2020-09-09,-0.6476285152993185,-1.908503408493648,1.477357718806068,1.2958102475084181,-2.5411007486391424
2020-09-10,1.5312664819093742,0.4513774028823327,0.14233078096746507,-0.16987295258637997,1.3983227094558697
2020-09-11,-1.7757082830098934,0.7752220431817416,0.757686357463864,-2.6013088577409444,-0.19027164784239634
2020-09-12,-2.0888284011825493,1.601113951475142,-0.5662959496543845,-1.3021883517813628,0.894891542635003
2020-09-13,-1.2172870239740905,-1.3992190893161052,-0.921961514489405,0.13379278137164685,0.48135346847626204
2020-09-14,0.208432486834316,-0.22942280557475386,1.5665012315389812,-1.6841006556152587,0.9178926089881907
2020-09-15,-0.8306805587159325,0.5951822033291269,0.9986803060581012,0.3646282033189057,0.23020797260915954
